pattern_id,code,pattern,length,density,frequency,found_in
P221,OIJP,- - - - | - X - X | - - X X | X X X X,16,8,13,"ฉิ่งเรื่องพระฉันเช้า (ยิกิน), โอ้ลาว เถา, สี่บท เถา, โสมส่องแสง เถา, ลาวจ้อย สองชั้น, ระบำดอกบัว, รำวงมาตรฐาน, จระเข้หางยาว เถา (ทางเสภา)"
P222,OIPI,- - - - | - X - X | X X X X | - X - X,16,8,13,"รำวงมาตรฐาน, ระบำศรีชัยสิงห์, จีนขิมเล็ก เถา, ลาวจ้อย สองชั้น, ระบำลพบุรี, ระบำสุโขทัย, เขมรขอทาน สองชั้น, ลิงลาน สองชั้น …+1"
P223,OOIP,- - - - | - - - - | - X - X | X X X X,16,6,13,"โสมส่องแสง เถา, ระบำนกเขามะราปี, ระบำนพรัตน์, เขมรพวง เถา, ราตรีประดับดาว เถา, ลาวครวญ สองชั้น, ลาวจ้อย สองชั้น, ระบำชุมนุมเผ่าไทย …+2"
P224,OPBP,- - - - | X X X X | - X - - | X X X X,16,9,13,"ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง), ฉิ่งเรื่องพระฉันเช้า (ยิกิน), ระบำนกเขามะราปี, แขกกุลิต เถา, ระบำนพรัตน์, ระบำกุญชรเกษม"
P225,PIPP,X X X X | - X - X | X X X X | X X X X,16,14,13,"ทยอยนอก สามชั้น, แขกลพบุรี สามชั้น, แขกขาว เถา, ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง)"
P226,PNPN,X X X X | - X X X | X X X X | - X X X,16,14,13,"ระบำเทพบันเทิง, เทพบรรทม เถา, ใบ้คลั่ง เถา, อะแซหวุ่นกี้ เถา, โหมโรงไอยเรศ สามชั้น, นางครวญ เถา, เขมรปี่แก้ว สามชั้น"
P227,DD,- - - X | - - - X,8,2,12,"เชิด สองชั้น, ฉิ่งเรื่องพระฉันเช้า (ยิกิน), เจดีย์เจ็ดยอด, เหาะ, โอ้ปี่, ระบำดาวดึงส์, ระบำสี่บท"
P228,DDDB,- - - X | - - - X | - - - X | - X - -,16,4,12,"ระบำศรีชัยสิงห์, รำวงมาตรฐาน, บังใบ เถา, ช้าเรื่องขอมดำดิน, ตับวิวาห์พระสมุทร, มอญรำดาบ เถา, เขมรโพธิสัตว์ เถา, เขมรโพธิสัตว์ สองชั้น …+1"
P229,DDDO,- - - X | - - - X | - - - X | - - - -,16,3,12,"ระบำม่านมุ้ยเชียงตา, ระบำมยุราภิรมย์, ระบำพม่านิมิตร, ระบำศรีวิชัย, จีนลั่นถัน เถา"
P230,DDIN,- - - X | - - - X | - X - X | - X X X,16,7,12,"ฟ้อนลาวคำหอม (เสียง มซซซ), ฟ้อนลาวคำหอม (เสียง ลา), ลาวคำหอม (เสียง ลา — อีกฉบับ), เรื่องสีนวล (หลวงบำรุงจิตรเจริญ), มอญรำดาบ เถา, ช้างประสานงา เถา, ระบำสวัสดิรักษา, เสมอพม่า …+1"
P231,DDIO,- - - X | - - - X | - X - X | - - - -,16,4,12,"ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง), ระบำอู่ทอง, ระบำม่านมุ้ยเชียงตา, ระบำกฤดาภินิหาร"
P232,DNIO,- - - X | - X X X | - X - X | - - - -,16,6,12,"จีนลั่นถัน เถา, ตับวิวาห์พระสมุทร, หนีเสือ, เชิดจีน"
P233,IPIL,- X - X | X X X X | - X - X | X X - X,16,11,12,"ฉิ่งเรื่องพระฉันเช้า (ยิกิน), ตับมโหรีนางนาค, ตับต้นเพลงฉิ่ง, พระรามเดินดง, ระบำกุญชรเกษม"
P234,JJOO,- - X X | - - X X | - - - - | - - - -,16,4,12,"พม่าห้าท่อน หกชั้น, เขมรพวง เถา, ช้างประสานงา เถา, แขกลพบุรี สามชั้น, แขกโอด สามชั้น, แสนสุดสวาท สามชั้น, ระบำฉิ่ง"
P235,JPNP,- - X X | X X X X | - X X X | X X X X,16,13,12,"สี่บท เถา, ฉิ่งเรื่องพระฉันเช้า (ยิกิน), ระบำดอกบัว, ฟ้อนพวงมาลัย, ระบำม่านมุ้ยเชียงตา"
P236,JPPN,- - X X | X X X X | X X X X | - X X X,16,13,12,"โอ้ลาว เถา, ระบำเชียงแสน, ฟ้อนม่านมงคลใหม่, ฟ้อนม่านมงคล"
P237,NINN,- X X X | - X - X | - X X X | - X X X,16,11,12,"กราวใน, ฉิ่งเรื่องพระฉันเช้า (ยิกิน), รำวงมาตรฐาน, พญาเดิน, อาหนู เถา"
P238,NLPP,- X X X | X X - X | X X X X | X X X X,16,14,12,"ฉิ่งเรื่องพระฉันเช้า (ยิกิน), ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง), สร้อยลำปาง เถา, ระบำหน้าช้าง, ปฐม สองชั้น, ระบำม่านมุ้ยเชียงตา"
P239,NPPN,- X X X | X X X X | X X X X | - X X X,16,14,12,"ระบำเทพบันเทิง, โหมโรงจอมสุรางค์, มอญรำดาบ เถา, ระบำกุญชรเกษม"
P240,OOEB,- - - - | - - - - | X X - - | - X - -,16,3,12,"อาเฮีย เถา, แขกโอด สามชั้น"
P241,PINP,X X X X | - X - X | - X X X | X X X X,16,13,12,"ฉิ่งเรื่องพระฉันเช้า (ยิกิน), ช้าเรื่องจีนแส (พระนคร), ลาวดวงเดือน สองชั้น, อาหนู เถา, อาเฮีย เถา, ระบำม่านมุ้ยเชียงตา"
P242,PLBL,X X X X | X X - X | - X - - | X X - X,16,11,12,"อกทะเล สามชั้น, ระบำสวัสดิรักษา, จีนเก็บบุปผา, พม่าห้าท่อน สามชั้น, พม่าเห่ เถา"
P243,PPIO,X X X X | X X X X | - X - X | - - - -,16,10,12,"ทยอยญวน เถา, เขมรพวง เถา, เขมรโพธิสัตว์ เถา"
P244,PPPO,X X X X | X X X X | X X X X | - - - -,16,12,12,"ทยอยเขมร สามชั้น, เขมรราชบุรี สามชั้น, โหมโรงสามม้า, โอ้ลาว เถา, นางครวญ เถา, อกทะเล เถา"
P245,BBBB,- X - - | - X - - | - X - - | - X - -,16,4,11,"อกทะเล สามชั้น, ระบำมฤคระเริง, แขกโอด สามชั้น"
P246,CIII,- - X - | - X - X | - X - X | - X - X,16,7,11,"ตระปลายพระลักษมณ์, ตระสันนิบาต, ตระเสือขับ, ทยอยนอก สามชั้น"
P247,DDNI,- - - X | - - - X | - X X X | - X - X,16,7,11,"ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง), โลมสิงโต, สิงโต สองชั้น, เรื่องสีนวล (หลวงบำรุงจิตรเจริญ), เขมรลออองค์ เถา, โหมโรงมะลิเลื้อย"
P248,DIIN,- - - X | - X - X | - X - X | - X X X,16,8,11,"ฉิ่งเรื่องพระฉันเพล (จิ้งจกทอง), ราตรีประดับดาว เถา, ตับมโหรีนางนาค, ตับวิวาห์พระสมุทร, ฟ้อนม่านมงคลใหม่, ฟ้อนม่านมงคล"
P249,I,- X - X,4,2,11,"พญาเดิน, ฉิ่งเรื่องพระฉันเช้า (ยิกิน), เขมรลออองค์ เถา, ราตรีประดับดาว เถา, ช้างประสานงา เถา, อาหนู เถา, แขกไทร สามชั้น, แขกโอด สามชั้น …+1"
